Category Code,Category Path,Name,Full Code,Can Be Auctioned,Can Be Classified,Durations,Tradevine Caters for this Category
2993,Home-living > Outdoor-garden-conservatory > Letterboxes > Letterboxes,Letterboxes,4-375-2992-2993,Yes,No,"2,3,4,5,6,7,10",Yes
3078,Home-living > Outdoor-garden-conservatory > Letterboxes > Numbers-letters,Numbers & letters,4-375-2992-3078,Yes,No,"2,3,4,5,6,7,10",Yes
6490,Home-living > Outdoor-garden-conservatory > Letterboxes > Other,Other,4-375-2992-6490,Yes,No,"2,3,4,5,6,7,10",Yes
44,Home-living > Outdoor-garden-conservatory > Other,Other,4-375-44,Yes,No,"2,3,4,5,6,7,10",Yes
4075,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Benches,Benches,4-375-582-4075,Yes,No,"2,3,4,5,6,7,10",Yes
4076,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Chairs-loungers,Chairs & loungers,4-375-582-4076,Yes,No,"2,3,4,5,6,7,10",Yes
8361,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Hammocks-swing-seats,Hammocks & swing seats,4-375-582-8361,Yes,No,"2,3,4,5,6,7,10",Yes
5894,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Heaters-braziers,Heaters & braziers,4-375-582-5894,Yes,No,"2,3,4,5,6,7,10",Yes
8360,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Marquees-gazebos,Marquees & gazebos,4-375-582-8360,Yes,No,"2,3,4,5,6,7,10",Yes
4079,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Other,Other,4-375-582-4079,Yes,No,"2,3,4,5,6,7,10",Yes
5320,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Shade-sails,Shade sails,4-375-582-5320,Yes,No,"2,3,4,5,6,7,10",Yes
4077,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Table-chair-sets,Table & chair sets,4-375-582-4077,Yes,No,"2,3,4,5,6,7,10",Yes
4078,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Tables,Tables,4-375-582-4078,Yes,No,"2,3,4,5,6,7,10",Yes
5893,Home-living > Outdoor-garden-conservatory > Outdoor-furniture > Umbrellas-awnings,Umbrellas & awnings,4-375-582-5893,Yes,No,"2,3,4,5,6,7,10",Yes
6874,Home-living > Outdoor-garden-conservatory > Outdoor-lights,Outdoor lights,4-375-6874,Yes,No,"2,3,4,5,6,7,10",Yes
9073,Home-living > Outdoor-garden-conservatory > Picnicware,Picnicware,4-375-9073,Yes,No,"2,3,4,5,6,7,10",Yes
4211,Home-living > Outdoor-garden-conservatory > Plants-trees > Grasses-flax,Grasses & flax,4-375-583-4211,Yes,No,"2,3,4,5,6,7,10",Yes
2354,Home-living > Outdoor-garden-conservatory > Plants-trees > Indoor,Indoor,4-375-583-2354,Yes,No,"2,3,4,5,6,7,10",Yes
2358,Home-living > Outdoor-garden-conservatory > Plants-trees > Other,Other,4-375-583-2358,Yes,No,"2,3,4,5,6,7,10",Yes
2355,Home-living > Outdoor-garden-conservatory > Plants-trees > Palms-ferns,Palms & ferns,4-375-583-2355,Yes,No,"2,3,4,5,6,7,10",Yes
4212,Home-living > Outdoor-garden-conservatory > Plants-trees > Perennials,Perennials,4-375-583-4212,Yes,No,"2,3,4,5,6,7,10",Yes
5532,Home-living > Outdoor-garden-conservatory > Plants-trees > Shrubs,Shrubs,4-375-583-5532,Yes,No,"2,3,4,5,6,7,10",Yes
2357,Home-living > Outdoor-garden-conservatory > Plants-trees > Succulents-cacti,Succulents & cacti,4-375-583-2357,Yes,No,"2,3,4,5,6,7,10",Yes
2356,Home-living > Outdoor-garden-conservatory > Plants-trees > Trees,Trees,4-375-583-2356,Yes,No,"2,3,4,5,6,7,10",Yes
4014,Home-living > Outdoor-garden-conservatory > Plants-trees > Tropicals,Tropicals,4-375-583-4014,Yes,No,"2,3,4,5,6,7,10",Yes
3082,Home-living > Outdoor-garden-conservatory > Pots-planters > Hanging-baskets,Hanging baskets,4-375-3079-3082,Yes,No,"2,3,4,5,6,7,10",Yes
4013,Home-living > Outdoor-garden-conservatory > Pots-planters > Other,Other,4-375-3079-4013,Yes,No,"2,3,4,5,6,7,10",Yes
3081,Home-living > Outdoor-garden-conservatory > Pots-planters > Planter-boxes,Planter boxes,4-375-3079-3081,Yes,No,"2,3,4,5,6,7,10",Yes
3080,Home-living > Outdoor-garden-conservatory > Pots-planters > Pots,Pots,4-375-3079-3080,Yes,No,"2,3,4,5,6,7,10",Yes
3896,Home-living > Outdoor-garden-conservatory > Sculptures-garden-ornaments > Garden-sculpture,Garden sculpture,4-375-1512-3896,Yes,No,"2,3,4,5,6,7,10",Yes
3900,Home-living > Outdoor-garden-conservatory > Sculptures-garden-ornaments > Other,Other,4-375-1512-3900,Yes,No,"2,3,4,5,6,7,10",Yes
3897,Home-living > Outdoor-garden-conservatory > Sculptures-garden-ornaments > Outdoor-ornaments,Outdoor ornaments,4-375-1512-3897,Yes,No,"2,3,4,5,6,7,10",Yes
3898,Home-living > Outdoor-garden-conservatory > Sculptures-garden-ornaments > Rustic-Early-settler,Rustic & Early settler,4-375-1512-3898,Yes,No,"2,3,4,5,6,7,10",Yes
3899,Home-living > Outdoor-garden-conservatory > Sculptures-garden-ornaments > Water-features,Water features,4-375-1512-3899,Yes,No,"2,3,4,5,6,7,10",Yes
2360,Home-living > Outdoor-garden-conservatory > Seeds > Flowers-bulbs,Flowers & bulbs,4-375-2359-2360,Yes,No,"2,3,4,5,6,7,10",Yes
8363,Home-living > Outdoor-garden-conservatory > Seeds > Grasses,Grasses,4-375-2359-8363,Yes,No,"2,3,4,5,6,7,10",Yes
6875,Home-living > Outdoor-garden-conservatory > Seeds > Herbs,Herbs,4-375-2359-6875,Yes,No,"2,3,4,5,6,7,10",Yes
2362,Home-living > Outdoor-garden-conservatory > Seeds > Other,Other,4-375-2359-2362,Yes,No,"2,3,4,5,6,7,10",Yes
2361,Home-living > Outdoor-garden-conservatory > Seeds > Veges,Veges,4-375-2359-2361,Yes,No,"2,3,4,5,6,7,10",Yes
9128,Home-living > Outdoor-garden-conservatory > Sheds-garages-storage > Door-openers-remotes,Door openers & remotes,4-375-6873-9128,Yes,No,"2,3,4,5,6,7,10",Yes
9129,Home-living > Outdoor-garden-conservatory > Sheds-garages-storage > Doors,Doors,4-375-6873-9129,Yes,No,"2,3,4,5,6,7,10",Yes
9130,Home-living > Outdoor-garden-conservatory > Sheds-garages-storage > Garages,Garages,4-375-6873-9130,Yes,No,"2,3,4,5,6,7,10",Yes
9132,Home-living > Outdoor-garden-conservatory > Sheds-garages-storage > Other,Other,4-375-6873-9132,Yes,No,"2,3,4,5,6,7,10",Yes
9131,Home-living > Outdoor-garden-conservatory > Sheds-garages-storage > Sheds,Sheds,4-375-6873-9131,Yes,No,"2,3,4,5,6,7,10",Yes
8365,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Covers,Covers,4-375-42-8365,Yes,No,"2,3,4,5,6,7,10",Yes
5888,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Maintenance-care,Maintenance & care,4-375-42-5888,Yes,No,"2,3,4,5,6,7,10",Yes
5896,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Other,Other,4-375-42-5896,Yes,No,"2,3,4,5,6,7,10",Yes
8364,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Pools,Pools,4-375-42-8364,Yes,No,"2,3,4,5,6,7,10",Yes
5887,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Pumps-accessories,Pumps & accessories,4-375-42-5887,Yes,No,"2,3,4,5,6,7,10",Yes
6467,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Saunas,Saunas,4-375-42-6467,Yes,No,"2,3,4,5,6,7,10",Yes
5886,Home-living > Outdoor-garden-conservatory > Swimming-pools-spas > Spas,Spas,4-375-42-5886,Yes,No,"2,3,4,5,6,7,10",Yes
8349,Home-living > Outdoor-garden-conservatory > Watering-spraying,Watering & spraying,4-375-8349,Yes,No,"2,3,4,5,6,7,10",Yes
6879,Home-living > Party-festive-supplies > Baby-showers,Baby showers,4-3859-6879,Yes,No,"2,3,4,5,6,7,10",Yes
8371,Home-living > Party-festive-supplies > Christmas > Cards-paper,Cards & paper,4-3859-4190-8371,Yes,No,"2,3,4,5,6,7,10",Yes
6760,Home-living > Party-festive-supplies > Christmas > Lights,Lights,4-3859-4190-6760,Yes,No,"2,3,4,5,6,7,10",Yes
8373,Home-living > Party-festive-supplies > Christmas > Nativity-sets,Nativity sets,4-3859-4190-8373,Yes,No,"2,3,4,5,6,7,10",Yes
6763,Home-living > Party-festive-supplies > Christmas > Other,Other,4-3859-4190-6763,Yes,No,"2,3,4,5,6,7,10",Yes
6761,Home-living > Party-festive-supplies > Christmas > Stockings,Stockings,4-3859-4190-6761,Yes,No,"2,3,4,5,6,7,10",Yes
6762,Home-living > Party-festive-supplies > Christmas > Tableware,Tableware,4-3859-4190-6762,Yes,No,"2,3,4,5,6,7,10",Yes
6759,Home-living > Party-festive-supplies > Christmas > Tree-decorations,Tree decorations,4-3859-4190-6759,Yes,No,"2,3,4,5,6,7,10",Yes
6758,Home-living > Party-festive-supplies > Christmas > Trees,Trees,4-3859-4190-6758,Yes,No,"2,3,4,5,6,7,10",Yes
8372,Home-living > Party-festive-supplies > Christmas > Wreaths,Wreaths,4-3859-4190-8372,Yes,No,"2,3,4,5,6,7,10",Yes
8375,Home-living > Party-festive-supplies > Halloween,Halloween,4-3859-8375,Yes,No,"2,3,4,5,6,7,10",Yes
6752,Home-living > Party-festive-supplies > Kids-parties > Balloons,Balloons,4-3859-4191-6752,Yes,No,"2,3,4,5,6,7,10",Yes
6751,Home-living > Party-festive-supplies > Kids-parties > Banners,Banners,4-3859-4191-6751,Yes,No,"2,3,4,5,6,7,10",Yes
6753,Home-living > Party-festive-supplies > Kids-parties > Cake-decorations,Cake decorations,4-3859-4191-6753,Yes,No,"2,3,4,5,6,7,10",Yes
5220,Home-living > Party-festive-supplies > Kids-parties > Cakes,Cakes,4-3859-4191-5220,Yes,No,"2,3,4,5,6,7,10",Yes
5221,Home-living > Party-festive-supplies > Kids-parties > Decorations,Decorations,4-3859-4191-5221,Yes,No,"2,3,4,5,6,7,10",Yes
6757,Home-living > Party-festive-supplies > Kids-parties > Other,Other,4-3859-4191-6757,Yes,No,"2,3,4,5,6,7,10",Yes
6754,Home-living > Party-festive-supplies > Kids-parties > Party-bags,Party bags,4-3859-4191-6754,Yes,No,"2,3,4,5,6,7,10",Yes
6876,Home-living > Party-festive-supplies > Kids-parties > Party-invitations,Party invitations,4-3859-4191-6876,Yes,No,"2,3,4,5,6,7,10",Yes
5222,Home-living > Party-festive-supplies > Kids-parties > Pinatas,Pinatas,4-3859-4191-5222,Yes,No,"2,3,4,5,6,7,10",Yes
6755,Home-living > Party-festive-supplies > Kids-parties > Sets,Sets,4-3859-4191-6755,Yes,No,"2,3,4,5,6,7,10",Yes
8374,Home-living > Party-festive-supplies > Kids-parties > Stickers,Stickers,4-3859-4191-8374,Yes,No,"2,3,4,5,6,7,10",Yes
6756,Home-living > Party-festive-supplies > Kids-parties > Tableware,Tableware,4-3859-4191-6756,Yes,No,"2,3,4,5,6,7,10",Yes
4193,Home-living > Party-festive-supplies > Other,Other,4-3859-4193,Yes,No,"2,3,4,5,6,7,10",Yes
6769,Home-living > Party-festive-supplies > Weddings > Albums-guest-books,Albums & guest books,4-3859-4192-6769,Yes,No,"2,3,4,5,6,7,10",Yes
5225,Home-living > Party-festive-supplies > Weddings > Balloons,Balloons,4-3859-4192-5225,Yes,No,"2,3,4,5,6,7,10",Yes
6765,Home-living > Party-festive-supplies > Weddings > Cake-decorations,Cake decorations,4-3859-4192-6765,Yes,No,"2,3,4,5,6,7,10",Yes
6767,Home-living > Party-festive-supplies > Weddings > Candles,Candles,4-3859-4192-6767,Yes,No,"2,3,4,5,6,7,10",Yes
8376,Home-living > Party-festive-supplies > Weddings > Confetti,Confetti,4-3859-4192-8376,Yes,No,"2,3,4,5,6,7,10",Yes
6766,Home-living > Party-festive-supplies > Weddings > Favour-bags-boxes,Favour bags & boxes,4-3859-4192-6766,Yes,No,"2,3,4,5,6,7,10",Yes
6877,Home-living > Party-festive-supplies > Weddings > Flowers,Flowers,4-3859-4192-6877,Yes,No,"2,3,4,5,6,7,10",Yes
6878,Home-living > Party-festive-supplies > Weddings > Invitations,Invitations,4-3859-4192-6878,Yes,No,"2,3,4,5,6,7,10",Yes
5223,Home-living > Party-festive-supplies > Weddings > Lights,Lights,4-3859-4192-5223,Yes,No,"2,3,4,5,6,7,10",Yes
6770,Home-living > Party-festive-supplies > Weddings > Other,Other,4-3859-4192-6770,Yes,No,"2,3,4,5,6,7,10",Yes
8377,Home-living > Party-festive-supplies > Weddings > Ribbon,Ribbon,4-3859-4192-8377,Yes,No,"2,3,4,5,6,7,10",Yes
6768,Home-living > Party-festive-supplies > Weddings > Rose-petals,Rose petals,4-3859-4192-6768,Yes,No,"2,3,4,5,6,7,10",Yes
6764,Home-living > Party-festive-supplies > Weddings > Tableware,Tableware,4-3859-4192-6764,Yes,No,"2,3,4,5,6,7,10",Yes
5224,Home-living > Party-festive-supplies > Weddings > Venue-decorations,Venue decorations,4-3859-4192-5224,Yes,No,"2,3,4,5,6,7,10",Yes
8394,Home-living > Security-locks-alarms > Alarms > Home-alarm-systems,Home alarm systems,4-1435-2984-8394,Yes,No,"2,3,4,5,6,7,10",Yes
8396,Home-living > Security-locks-alarms > Alarms > Other,Other,4-1435-2984-8396,Yes,No,"2,3,4,5,6,7,10",Yes
8393,Home-living > Security-locks-alarms > Alarms > Personal-alarms,Personal alarms,4-1435-2984-8393,Yes,No,"2,3,4,5,6,7,10",Yes
8395,Home-living > Security-locks-alarms > Alarms > Smoke-alarms,Smoke alarms,4-1435-2984-8395,Yes,No,"2,3,4,5,6,7,10",Yes
8405,Home-living > Security-locks-alarms > Doorbells,Doorbells,4-1435-8405,Yes,No,"2,3,4,5,6,7,10",Yes
8397,Home-living > Security-locks-alarms > Locks > Digital-locks,Digital locks,4-1435-2985-8397,Yes,No,"2,3,4,5,6,7,10",Yes
8400,Home-living > Security-locks-alarms > Locks > Other,Other,4-1435-2985-8400,Yes,No,"2,3,4,5,6,7,10",Yes
8398,Home-living > Security-locks-alarms > Locks > Padlocks,Padlocks,4-1435-2985-8398,Yes,No,"2,3,4,5,6,7,10",Yes
8399,Home-living > Security-locks-alarms > Locks > Window-locks-latches,Window locks & latches,4-1435-2985-8399,Yes,No,"2,3,4,5,6,7,10",Yes
2987,Home-living > Security-locks-alarms > Other,Other,4-1435-2987,Yes,No,"2,3,4,5,6,7,10",Yes
8404,Home-living > Security-locks-alarms > Safes,Safes,4-1435-8404,Yes,No,"2,3,4,5,6,7,10",Yes
8402,Home-living > Security-locks-alarms > Security-cameras > CCTV,CCTV,4-1435-2986-8402,Yes,No,"2,3,4,5,6,7,10",Yes
8401,Home-living > Security-locks-alarms > Security-cameras > Dummy-cameras,Dummy cameras,4-1435-2986-8401,Yes,No,"2,3,4,5,6,7,10",Yes
8403,Home-living > Security-locks-alarms > Security-cameras > Other,Other,4-1435-2986-8403,Yes,No,"2,3,4,5,6,7,10",Yes
9134,Home-living > Wine > Champagne-sparkling,Champagne & sparkling,4-9133-9134,Yes,No,"2,3,4,5,6,7,10",Yes
9135,Home-living > Wine > Mixed-lots,Mixed lots,4-9133-9135,Yes,No,"2,3,4,5,6,7,10",Yes
9146,Home-living > Wine > Red > Cabernet-sauvignon,Cabernet sauvignon,4-9133-9142-9146,Yes,No,"2,3,4,5,6,7,10",Yes
9144,Home-living > Wine > Red > Merlot,Merlot,4-9133-9142-9144,Yes,No,"2,3,4,5,6,7,10",Yes
9147,Home-living > Wine > Red > Other,Other,4-9133-9142-9147,Yes,No,"2,3,4,5,6,7,10",Yes
9145,Home-living > Wine > Red > Pinot-noir,Pinot noir,4-9133-9142-9145,Yes,No,"2,3,4,5,6,7,10",Yes
9143,Home-living > Wine > Red > Shiraz-syrah,Shiraz / syrah,4-9133-9142-9143,Yes,No,"2,3,4,5,6,7,10",Yes
9148,Home-living > Wine > Rosé,Rosé,4-9133-9148,Yes,No,"2,3,4,5,6,7,10",Yes
9138,Home-living > Wine > White > Chardonnay,Chardonnay,4-9133-9136-9138,Yes,No,"2,3,4,5,6,7,10",Yes
9141,Home-living > Wine > White > Other,Other,4-9133-9136-9141,Yes,No,"2,3,4,5,6,7,10",Yes
9139,Home-living > Wine > White > Pinot-gris,Pinot gris,4-9133-9136-9139,Yes,No,"2,3,4,5,6,7,10",Yes
9140,Home-living > Wine > White > Riesling,Riesling,4-9133-9136-9140,Yes,No,"2,3,4,5,6,7,10",Yes
9137,Home-living > Wine > White > Sauvignon-blanc,Sauvignon blanc,4-9133-9136-9137,Yes,No,"2,3,4,5,6,7,10",Yes
9152,Home-living > Wine > Wine-accessories > Coolers,Coolers,4-9133-9149-9152,Yes,No,"2,3,4,5,6,7,10",Yes
9151,Home-living > Wine > Wine-accessories > Corkscrews,Corkscrews,4-9133-9149-9151,Yes,No,"2,3,4,5,6,7,10",Yes
9153,Home-living > Wine > Wine-accessories > Other,Other,4-9133-9149-9153,Yes,No,"2,3,4,5,6,7,10",Yes
9150,Home-living > Wine > Wine-accessories > Racks-stands,Racks & stands,4-9133-9149-9150,Yes,No,"2,3,4,5,6,7,10",Yes
861,Jewellery-watches > Body-jewellery-piercings > Anklets-toe-rings,Anklets & toe rings,246-478-861,Yes,No,"2,3,4,5,6,7,10",Yes
9206,Jewellery-watches > Body-jewellery-piercings > Eyebrow,Eyebrow,246-478-9206,Yes,No,"2,3,4,5,6,7,10",Yes
9207,Jewellery-watches > Body-jewellery-piercings > Navel > Banana-bars,Banana bars,246-478-3445-9207,Yes,No,"2,3,4,5,6,7,10",Yes
9209,Jewellery-watches > Body-jewellery-piercings > Navel > Other,Other,246-478-3445-9209,Yes,No,"2,3,4,5,6,7,10",Yes
9208,Jewellery-watches > Body-jewellery-piercings > Navel > Rings,Rings,246-478-3445-9208,Yes,No,"2,3,4,5,6,7,10",Yes
9205,Jewellery-watches > Body-jewellery-piercings > Nose,Nose,246-478-9205,Yes,No,"2,3,4,5,6,7,10",Yes
779,Jewellery-watches > Body-jewellery-piercings > Other,Other,246-478-779,Yes,No,"2,3,4,5,6,7,10",Yes
3446,Jewellery-watches > Body-jewellery-piercings > Tongue,Tongue,246-478-3446,Yes,No,"2,3,4,5,6,7,10",Yes
2170,Jewellery-watches > Bracelets-bangles > Beaded,Beaded,246-479-2170,Yes,No,"2,3,4,5,6,7,10",Yes
6530,Jewellery-watches > Bracelets-bangles > Charm > European-charm-beads-bracelets,European charm beads & bracelets,246-479-2166-6530,Yes,No,"2,3,4,5,6,7,10",Yes
6532,Jewellery-watches > Bracelets-bangles > Charm > Gold,Gold,246-479-2166-6532,Yes,No,"2,3,4,5,6,7,10",Yes
6529,Jewellery-watches > Bracelets-bangles > Charm > Italian-charms-bracelets,Italian charms & bracelets,246-479-2166-6529,Yes,No,"2,3,4,5,6,7,10",Yes
6533,Jewellery-watches > Bracelets-bangles > Charm > Other,Other,246-479-2166-6533,Yes,No,"2,3,4,5,6,7,10",Yes
6531,Jewellery-watches > Bracelets-bangles > Charm > Silver,Silver,246-479-2166-6531,Yes,No,"2,3,4,5,6,7,10",Yes
9332,Jewellery-watches > Bracelets-bangles > Copper,Copper,246-479-9332,Yes,No,"2,3,4,5,6,7,10",Yes
3374,Jewellery-watches > Bracelets-bangles > Crystal,Crystal,246-479-3374,Yes,No,"2,3,4,5,6,7,10",Yes
9330,Jewellery-watches > Bracelets-bangles > Glass,Glass,246-479-9330,Yes,No,"2,3,4,5,6,7,10",Yes
1678,Jewellery-watches > Bracelets-bangles > Gold > Diamond,Diamond,246-479-865-1678,Yes,No,"2,3,4,5,6,7,10",Yes
1679,Jewellery-watches > Bracelets-bangles > Gold > Other-gemstone,Other gemstone,246-479-865-1679,Yes,No,"2,3,4,5,6,7,10",Yes
1677,Jewellery-watches > Bracelets-bangles > Gold > Plain,Plain,246-479-865-1677,Yes,No,"2,3,4,5,6,7,10",Yes
9331,Jewellery-watches > Bracelets-bangles > Leather,Leather,246-479-9331,Yes,No,"2,3,4,5,6,7,10",Yes
249,Jewellery-watches > Bracelets-bangles > Other,Other,246-479-249,Yes,No,"2,3,4,5,6,7,10",Yes
2171,Jewellery-watches > Bracelets-bangles > Paua,Paua,246-479-2171,Yes,No,"2,3,4,5,6,7,10",Yes
2172,Jewellery-watches > Bracelets-bangles > Pearl,Pearl,246-479-2172,Yes,No,"2,3,4,5,6,7,10",Yes
2846,Jewellery-watches > Bracelets-bangles > Silver > Cubic-zirconia,Cubic zirconia,246-479-872-2846,Yes,No,"2,3,4,5,6,7,10",Yes
1694,Jewellery-watches > Bracelets-bangles > Silver > Other-gemstone,Other gemstone,246-479-872-1694,Yes,No,"2,3,4,5,6,7,10",Yes
1692,Jewellery-watches > Bracelets-bangles > Silver > Plain,Plain,246-479-872-1692,Yes,No,"2,3,4,5,6,7,10",Yes
9329,Jewellery-watches > Bracelets-bangles > Wood,Wood,246-479-9329,Yes,No,"2,3,4,5,6,7,10",Yes
250,Jewellery-watches > Brooches,Brooches,246-250,Yes,No,"2,3,4,5,6,7,10",Yes
1879,Jewellery-watches > Earrings > Bead,Bead,246-481-1879,Yes,No,"2,3,4,5,6,7,10",Yes
3375,Jewellery-watches > Earrings > Crystal,Crystal,246-481-3375,Yes,No,"2,3,4,5,6,7,10",Yes
4001,Jewellery-watches > Earrings > Cubic-zirconia,Cubic zirconia,246-481-4001,Yes,No,"2,3,4,5,6,7,10",Yes
4005,Jewellery-watches > Earrings > Diamond,Diamond,246-481-4005,Yes,No,"2,3,4,5,6,7,10",Yes
4006,Jewellery-watches > Earrings > Mother-of-pearl,Mother of pearl,246-481-4006,Yes,No,"2,3,4,5,6,7,10",Yes
252,Jewellery-watches > Earrings > Other,Other,246-481-252,Yes,No,"2,3,4,5,6,7,10",Yes
4002,Jewellery-watches > Earrings > Other-gemstone,Other gemstone,246-481-4002,Yes,No,"2,3,4,5,6,7,10",Yes
1880,Jewellery-watches > Earrings > Paua,Paua,246-481-1880,Yes,No,"2,3,4,5,6,7,10",Yes
1881,Jewellery-watches > Earrings > Pearl,Pearl,246-481-1881,Yes,No,"2,3,4,5,6,7,10",Yes
4004,Jewellery-watches > Earrings > Plain-gold,Plain gold,246-481-4004,Yes,No,"2,3,4,5,6,7,10",Yes
4003,Jewellery-watches > Earrings > Plain-silver,Plain silver,246-481-4003,Yes,No,"2,3,4,5,6,7,10",Yes
7383,Jewellery-watches > Gemstones > Amethyst,Amethyst,246-482-7383,Yes,No,"2,3,4,5,6,7,10",Yes
7384,Jewellery-watches > Gemstones > Emerald,Emerald,246-482-7384,Yes,No,"2,3,4,5,6,7,10",Yes
7385,Jewellery-watches > Gemstones > Garnet,Garnet,246-482-7385,Yes,No,"2,3,4,5,6,7,10",Yes
7386,Jewellery-watches > Gemstones > Jade,Jade,246-482-7386,Yes,No,"2,3,4,5,6,7,10",Yes
251,Jewellery-watches > Gemstones > Other,Other,246-482-251,Yes,No,"2,3,4,5,6,7,10",Yes
7387,Jewellery-watches > Gemstones > Quartz,Quartz,246-482-7387,Yes,No,"2,3,4,5,6,7,10",Yes
7388,Jewellery-watches > Gemstones > Ruby,Ruby,246-482-7388,Yes,No,"2,3,4,5,6,7,10",Yes
7389,Jewellery-watches > Gemstones > Sapphire,Sapphire,246-482-7389,Yes,No,"2,3,4,5,6,7,10",Yes
7390,Jewellery-watches > Gemstones > Topaz,Topaz,246-482-7390,Yes,No,"2,3,4,5,6,7,10",Yes
1514,Jewellery-watches > Jewellery-boxes,Jewellery boxes,246-1514,Yes,No,"2,3,4,5,6,7,10",Yes
483,Jewellery-watches > Matching-sets,Matching sets,246-483,Yes,No,"2,3,4,5,6,7,10",Yes
7362,Jewellery-watches > Mens-jewellery > Bracelets,Bracelets,246-7360-7362,Yes,No,"2,3,4,5,6,7,10",Yes
7363,Jewellery-watches > Mens-jewellery > Necklaces,Necklaces,246-7360-7363,Yes,No,"2,3,4,5,6,7,10",Yes
7364,Jewellery-watches > Mens-jewellery > Other,Other,246-7360-7364,Yes,No,"2,3,4,5,6,7,10",Yes
7361,Jewellery-watches > Mens-jewellery > Rings,Rings,246-7360-7361,Yes,No,"2,3,4,5,6,7,10",Yes
6518,Jewellery-watches > Necklaces-pendants > Alloy,Alloy,246-484-6518,Yes,No,"2,3,4,5,6,7,10",Yes
6525,Jewellery-watches > Necklaces-pendants > Bead > Black,Black,246-484-1873-6525,Yes,No,"2,3,4,5,6,7,10",Yes
6520,Jewellery-watches > Necklaces-pendants > Bead > Blue,Blue,246-484-1873-6520,Yes,No,"2,3,4,5,6,7,10",Yes
9223,Jewellery-watches > Necklaces-pendants > Bead > Brown,Brown,246-484-1873-9223,Yes,No,"2,3,4,5,6,7,10",Yes
6527,Jewellery-watches > Necklaces-pendants > Bead > Gold,Gold,246-484-1873-6527,Yes,No,"2,3,4,5,6,7,10",Yes
6521,Jewellery-watches > Necklaces-pendants > Bead > Green,Green,246-484-1873-6521,Yes,No,"2,3,4,5,6,7,10",Yes
6528,Jewellery-watches > Necklaces-pendants > Bead > Other,Other,246-484-1873-6528,Yes,No,"2,3,4,5,6,7,10",Yes
6522,Jewellery-watches > Necklaces-pendants > Bead > Pink,Pink,246-484-1873-6522,Yes,No,"2,3,4,5,6,7,10",Yes
9224,Jewellery-watches > Necklaces-pendants > Bead > Purple,Purple,246-484-1873-9224,Yes,No,"2,3,4,5,6,7,10",Yes
6523,Jewellery-watches > Necklaces-pendants > Bead > Red,Red,246-484-1873-6523,Yes,No,"2,3,4,5,6,7,10",Yes
6524,Jewellery-watches > Necklaces-pendants > Bead > Silver,Silver,246-484-1873-6524,Yes,No,"2,3,4,5,6,7,10",Yes
6526,Jewellery-watches > Necklaces-pendants > Bead > White,White,246-484-1873-6526,Yes,No,"2,3,4,5,6,7,10",Yes
8970,Jewellery-watches > Necklaces-pendants > Bone,Bone,246-484-8970,Yes,No,"2,3,4,5,6,7,10",Yes
1874,Jewellery-watches > Necklaces-pendants > Crystal,Crystal,246-484-1874,Yes,No,"2,3,4,5,6,7,10",Yes
3996,Jewellery-watches > Necklaces-pendants > Cubic-zirconia,Cubic zirconia,246-484-3996,Yes,No,"2,3,4,5,6,7,10",Yes
4000,Jewellery-watches > Necklaces-pendants > Diamond,Diamond,246-484-4000,Yes,No,"2,3,4,5,6,7,10",Yes
6517,Jewellery-watches > Necklaces-pendants > Glass,Glass,246-484-6517,Yes,No,"2,3,4,5,6,7,10",Yes
3999,Jewellery-watches > Necklaces-pendants > Gold-chains,Gold chains,246-484-3999,Yes,No,"2,3,4,5,6,7,10",Yes
1875,Jewellery-watches > Necklaces-pendants > Greenstone,Greenstone,246-484-1875,Yes,No,"2,3,4,5,6,7,10",Yes
3447,Jewellery-watches > Necklaces-pendants > Mother-of-pearl,Mother of pearl,246-484-3447,Yes,No,"2,3,4,5,6,7,10",Yes
248,Jewellery-watches > Necklaces-pendants > Other,Other,246-484-248,Yes,No,"2,3,4,5,6,7,10",Yes
3997,Jewellery-watches > Necklaces-pendants > Other-gemstone,Other gemstone,246-484-3997,Yes,No,"2,3,4,5,6,7,10",Yes
1877,Jewellery-watches > Necklaces-pendants > Paua,Paua,246-484-1877,Yes,No,"2,3,4,5,6,7,10",Yes
1878,Jewellery-watches > Necklaces-pendants > Pearl,Pearl,246-484-1878,Yes,No,"2,3,4,5,6,7,10",Yes
6516,Jewellery-watches > Necklaces-pendants > Pewter,Pewter,246-484-6516,Yes,No,"2,3,4,5,6,7,10",Yes
